anio,mes,id,nombre_completo,total_visitas,reservas_distintas,promedio_dias_estadia
2024,5,800,Marcio Portillo Barroso,1,1,16.0
2024,5,358,Rico Pareja Téllez,1,1,16.0
2024,5,569,Evangelina Torres Ribas,1,1,5.0
2024,5,131,Miguel Acuña Sierra,1,1,6.0
2024,5,179,Jose Antonio Garmendia Muñoz,1,1,12.0
2024,5,209,Ariel Palau Peinado,1,1,16.0
2024,5,285,Jose Angel Riquelme Garriga,1,1,16.0
2024,5,149,Fabiana de Peralta,1,1,5.0
2024,5,198,Leocadio Contreras Lasa,1,1,4.0
2024,5,146,Pía Royo,1,1,6.0
2024,5,172,Abigaíl Gárate Aparicio,1,1,6.0
2024,5,383,Alma Uribe Campillo,1,1,6.0
2024,5,598,Luciano Cervantes-Boada,1,1,16.0
2024,5,458,Bartolomé Tormo Criado,1,1,16.0
2024,5,232,Silvestre Tomas,1,1,9.0
2024,5,154,Rosalía Cueto Rosa,1,1,6.0
2024,5,541,Guillermo Peñas Acedo,1,1,11.0
2024,5,697,Eladio Andrés Felipe Bautista Cid,1,1,4.0
2024,5,48,Íngrid Buendía Puente,1,1,5.0
2024,5,4,Demetrio Cristian Arranz Bravo,1,1,19.0
2024,5,494,Victor Manuel Carballo Bárcena,1,1,2.0
2024,5,515,Cebrián Acevedo Paredes,1,1,16.0
2024,5,414,Amancio Cisneros Buendía,1,1,12.0
2024,5,193,Begoña Ángeles Jover Correa,1,1,5.0
2024,5,589,Ariadna Mendizábal Azcona,1,1,16.0
2024,5,473,Cayetana Barragán Salas,1,1,2.0
2024,5,16,Camilo Pazos,1,1,11.0
2024,5,683,Octavio Barrio Romero,1,1,20.0
2024,5,105,Telmo Salgado Bonilla,1,1,7.0
2024,5,68,Augusto Vaquero Ródenas,1,1,3.0
2024,5,150,Reynaldo Balduino Peñalver Pont,1,1,12.0
2024,5,303,Ascensión Talavera Rebollo,1,1,15.0
2024,5,436,Chus Torrent Tomé,1,1,4.0
2024,5,623,Rebeca Escamilla Hierro,1,1,11.0
2024,5,1,Eligio Arellano Borja,1,1,3.0
2024,5,487,Carlos Ariño Gutierrez,1,1,3.0
2024,5,538,Sebastián Tejero Aguirre,1,1,13.0
2024,5,788,Francisco Javier Carrasco Coll,1,1,17.0
2024,5,447,Sarita María Carmen Cuevas Almeida,1,1,19.0
2024,5,424,Joel Corral Pedro,1,1,2.0
2024,5,219,Íñigo Angulo Pino,1,1,12.0
2024,5,737,Teodosio Adadia Montesinos,1,1,5.0
2024,5,709,Silvestre Águila-Conesa,1,1,8.0
2024,5,266,Luis Miguel Borja Méndez,1,1,6.0
2024,5,292,Segismundo Cañellas-Ramis,1,1,2.0
2024,5,536,Sandalio Benavente Andreu,1,1,16.0
2024,5,331,Esther Angelina Mateos Lucas,1,1,16.0
2024,5,11,Estrella Tomás Larrea,1,1,16.0
2024,5,10,Trini Gual Portillo,1,1,2.0
2024,5,532,Nicolasa Manrique,1,1,19.0
2024,5,593,Belén Escamilla-Infante,1,1,14.0
2024,5,17,Manuelita Rivero Valls,1,1,13.0
2024,5,667,Magdalena Moya Puerta,1,1,4.0
2024,5,56,Ramona de Uría,1,1,17.0
2024,5,161,Soraya Luján Jordán,1,1,3.0
2024,5,123,Natanael Aroca Ortiz,1,1,16.0
2024,5,376,Emilio Adadia Fábregas,1,1,6.0
2024,5,658,Eufemia Amo Barrio,1,1,2.0
2024,5,167,Desiderio Botella Simó,1,1,5.0
2024,5,107,Lalo del Franch,1,1,6.0
2024,5,378,Bonifacio de Rivero,1,1,3.0
2024,5,381,Yésica de Villa,1,1,8.0
2024,5,280,Sandra Criado Aranda,1,1,6.0
2024,5,27,Esmeralda Aliaga Gallart,1,1,13.0
2024,5,660,Dorita Martin,1,1,15.0
2024,5,682,Concha Torrens Oliver,1,1,16.0
2024,5,359,Lorena Ramona Alsina Aguiló,1,1,20.0
2024,5,135,Leonor Pedro Olivé,1,1,12.0
2024,5,83,Jose Ignacio Hervás Folch,1,1,9.0
2024,5,37,Luisa Segovia Tur,1,1,14.0
2024,5,692,Leire Ángeles Recio Boix,1,1,14.0
2024,5,400,Eva Reyes Aguirre,1,1,11.0
2024,5,122,Carmela Orozco Batalla,1,1,6.0
2024,5,26,Joel Sevilla,1,1,19.0
2024,5,511,Montserrat Armas-Manrique,1,1,8.0
2024,5,2,Rogelio del Ramis,1,1,3.0
2024,5,529,Chus Moya Exposito,1,1,7.0
2024,5,499,Eloy Román Lopez Codina,1,1,1.0
2024,5,317,Leandro Morante Leal,1,1,3.0
2024,5,49,Celestino del Campoy,1,1,9.0
2024,5,546,María Del Carmen Rubio-Peinado,1,1,19.0
2024,5,312,Eladio Torrent Doménech,1,1,6.0
2024,5,687,Hilario del Tudela,1,1,6.0
2024,5,559,Sebastián Gimeno,1,1,4.0
2024,5,699,Carmela Pinilla Martorell,1,1,14.0
2024,5,242,Juliana Villaverde Baeza,1,1,6.0
2024,5,250,Rosalina Cuesta,1,1,3.0
2024,5,76,Ambrosio Reig Ferreras,1,1,16.0
2024,5,435,Josefina Mateo Pinilla,1,1,6.0
2024,5,433,Belén Mir-Gabaldón,1,1,7.0
2024,5,475,Etelvina Ropero Saura,1,1,13.0
2024,5,41,Eli Mayo-Yáñez,1,1,16.0
2024,5,148,Marcio de Catalán,1,1,8.0
2024,5,489,Marcio Roldan-Saura,1,1,20.0
2024,5,65,Gerardo Díez Belmonte,1,1,10.0
2024,5,639,Luisina Criado Carro,1,1,9.0
2024,5,704,Gerónimo Alonso Palma,1,1,2.0
2024,5,634,Reinaldo Aroca Casals,1,1,14.0
2024,5,9,Román Murcia Comas,1,1,12.0
2024,5,517,Íngrid Mónica Checa Tolosa,1,1,15.0
2024,5,19,Sebastian Taboada Fabregat,1,1,17.0
2024,5,612,Berta de Valera,1,1,2.0
2024,5,344,Vidal Vara Arana,1,1,19.0
2024,5,417,Emiliana Palomar,1,1,14.0
2024,5,327,Yéssica Sala,1,1,13.0
2024,5,583,Gaspar Morera-Valderrama,1,1,13.0
2024,5,325,Andrés Felipe Pablo Caro,1,1,12.0
2024,5,637,Sigfrido Figuerola Juan,1,1,14.0
2024,5,481,Mateo del Ramis,1,1,13.0
2024,5,565,Ildefonso Yuste-Pardo,1,1,9.0
2024,5,723,Ofelia Esparza-Talavera,1,1,16.0
2024,5,407,Enrique Bayo Garzón,1,1,4.0
2024,5,253,Basilio Baena Arrieta,1,1,4.0
2024,5,491,Rosalía Cerdán-Priego,1,1,5.0
2024,5,757,Héctor Mateo Lucas,1,1,11.0
2024,5,472,Guadalupe Villalonga-Macías,1,1,19.0
2024,5,364,Bonifacio Marin Garriga,1,1,15.0
2024,5,229,Jose Ramón Puga,1,1,5.0
2024,5,102,Alejandro Olmo Ribes,1,1,1.0
2024,5,152,Adán Casals Cuadrado,1,1,20.0
2024,5,176,Vidal Orozco Alsina,1,1,20.0
2024,5,795,Antonia Parejo Company,1,1,4.0
2024,5,113,Lourdes Cornejo Estrada,1,1,7.0
2024,5,456,Josefa Piñeiro Barreda,1,1,14.0
2024,5,638,Custodia Cantero Elías,1,1,15.0
2024,5,136,Vera Barberá Cabezas,1,1,9.0
2024,5,721,Juan Francisco Arranz-Hervia,1,1,20.0
2024,5,446,Jafet Marí Juárez,1,1,10.0
2024,5,177,Anastasio Quero Tejera,1,1,9.0
2024,5,429,Vinicio Moles Gibert,1,1,7.0
2024,5,437,Bárbara Bauzà Rozas,1,1,4.0
2024,5,772,Candelario Aliaga Ferreras,1,1,1.0
2024,5,431,Carmina del Cortes,1,1,13.0
2024,5,22,Magdalena Dueñas,1,1,8.0
2024,5,314,Marcelo Segura Vilanova,1,1,15.0
2024,5,707,Natalio Izaguirre Valera,1,1,19.0
2024,5,271,Santos del Gelabert,1,1,15.0
2024,5,764,Adrián Coronado Duque,1,1,16.0
2024,5,636,Lorenzo Leandro Serrano Ródenas,1,1,3.0
2024,5,63,Florencia Mesa,1,1,15.0
2024,5,427,Rosaura Pallarès-Arévalo,1,1,5.0
2024,5,101,Anunciación Arana-Barragán,1,1,9.0
2024,5,701,Maite Giralt Sanmartín,1,1,16.0
2024,5,463,Pastor Escamilla Villegas,1,1,16.0
2024,5,740,Severo Cadenas Sebastián,1,1,4.0
2024,5,239,Otilia Carrillo Estrada,1,1,13.0
2024,5,470,Eliana Ribes Solera,1,1,2.0
2024,5,94,Soledad del Pinilla,1,1,16.0
2024,5,365,Nydia Vazquez Alarcón,1,1,20.0
2024,5,700,Araceli Iriarte,1,1,15.0
2024,5,145,Andrés Cortes Durán,1,1,1.0
2024,5,545,Bibiana Balaguer Padilla,1,1,20.0
2024,5,708,Coral Sánchez-Mir,1,1,15.0
2024,5,415,Hernando Morales Uriarte,1,1,1.0
2024,5,745,Julián Llano-Dávila,1,1,19.0
2024,5,710,Baltasar Carrillo-Garrido,1,1,4.0
2024,5,741,Yaiza Albero Barragán,1,1,15.0
2024,5,306,Edu Basilio Figuerola Bustos,1,1,10.0
2024,5,397,Bruno Salvà-Llobet,1,1,2.0
2024,5,655,Isabel Hortensia Ramis Plana,1,1,19.0
2024,5,265,Nicanor Angulo-Vera,1,1,10.0
2024,5,762,Verónica Pablo Canet,1,1,13.0
2024,5,393,Curro de Ayllón,1,1,8.0
2024,5,281,Elodia Diego-Alemany,1,1,5.0
2024,5,759,Luis Ángel Cabanillas Correa,1,1,18.0
2024,5,157,Obdulia Téllez Tena,1,1,8.0
2024,5,734,Jonatan Andres Menendez,1,1,13.0
2024,5,523,José Manuel Fulgencio Mena Palacios,1,1,4.0
2024,5,354,Celso Riba Aranda,1,1,19.0
2024,5,467,Roberto Molins Aparicio,1,1,16.0
2024,5,716,Selena del Navas,1,1,15.0
2024,5,642,Graciela Casals Mascaró,1,1,15.0
2024,5,174,Juan Francisco Alvarez Lledó,1,1,4.0
2024,5,756,Yolanda de Bueno,1,1,15.0
2024,5,5,Yolanda Revilla Perera,1,1,8.0
2024,5,396,Jacinto Parra-Lobo,1,1,10.0
2024,5,59,Íngrid Riquelme Lozano,1,1,12.0
2024,5,189,Valentín Teruel-Gallardo,1,1,20.0
2024,5,455,Espiridión Esparza,1,1,13.0
2024,5,696,Corona Escolano Vallés,1,1,9.0
2024,6,15,Juanita Alegria Cortes,6,6,13.5
2024,6,350,Buenaventura Duran Rivera,5,5,13.6
2024,6,644,Nydia Esparza Rodríguez,5,5,11.0
2024,6,799,Edelmiro Suarez-Chaparro,4,4,13.25
2024,6,530,Rita Prudencia Correa Manuel,4,4,11.75
2024,6,537,Maximiliano Jáuregui Tejedor,4,4,8.5
2024,6,365,Nydia Vazquez Alarcón,4,4,11.75
2024,6,727,Lino Mauricio Báez Pavón,4,4,8.75
2024,6,332,Ángela Ordóñez Solano,4,4,4.75
2024,6,102,Alejandro Olmo Ribes,4,4,9.75
2024,6,279,Amílcar Cortés Planas,4,4,8.25
2024,6,656,Bibiana Sara Larrañaga Arranz,4,4,8.5
2024,6,248,Bernardita Menendez,4,4,4.0
2024,6,774,Marciano Tito Ariza Francisco,4,4,11.5
2024,6,576,Graciano Sáez Riba,4,4,11.0
2024,6,730,Alejo Villena Ruiz,4,4,9.75
2024,6,782,Leire Daniela Garrido Jiménez,3,3,12.33
2024,6,329,Bibiana de Gallo,3,3,3.67
2024,6,222,Sol Granados,3,3,4.33
2024,6,681,María Carmen Santiago Gallardo,3,3,5.33
2024,6,356,Carlota del Feliu,3,3,5.0
2024,6,504,Vicenta Sebastián Almeida,3,3,9.33
2024,6,71,Severo Abilio Lorenzo Silva,3,3,5.67
2024,6,31,Susana Pallarès-Vicente,3,3,10.33
2024,6,326,Borja de Quintana,3,3,9.0
2024,6,428,Hernando Quintero Hoyos,3,3,8.33
2024,6,103,Mario Mateos Cámara,3,3,8.0
2024,6,393,Curro de Ayllón,3,3,7.33
2024,6,674,Sosimo Soria Aramburu,3,3,9.67
2024,6,707,Natalio Izaguirre Valera,3,3,6.67
2024,6,465,Guiomar Soria,3,3,11.33
2024,6,28,Susana Viñas Mateu,3,3,8.67
2024,6,17,Manuelita Rivero Valls,3,3,8.0
2024,6,714,Nidia Puig Díaz,3,3,15.0
2024,6,361,Bartolomé Rivas Lastra,3,3,10.67
2024,6,759,Luis Ángel Cabanillas Correa,3,3,8.33
2024,6,561,Candelaria Íngrid Páez Ríos,3,3,10.33
2024,6,409,Fito Azorin Folch,3,3,12.0
2024,6,378,Bonifacio de Rivero,3,3,13.0
2024,6,700,Araceli Iriarte,3,3,6.33
2024,6,401,José María de Tejada,3,3,10.0
2024,6,463,Pastor Escamilla Villegas,2,2,7.5
2024,6,772,Candelario Aliaga Ferreras,2,2,11.5
2024,6,264,Manuelita María Manuela Vallés Pomares,2,2,5.0
2024,6,587,Fabio Requena Tamayo,2,2,2.0
2024,6,709,Silvestre Águila-Conesa,2,2,13.0
2024,6,503,Berta Mercader Fajardo,2,2,9.0
2024,6,696,Corona Escolano Vallés,2,2,12.0
2024,6,720,Ruben Edmundo Andres Rodríguez,2,2,5.0
2024,6,597,Dorotea Cerdá Galván,2,2,13.0
2024,6,79,Ruth Iñiguez Barco,2,2,14.5
2024,6,419,Agustina Alcalá,2,2,2.0
2024,6,511,Montserrat Armas-Manrique,2,2,9.5
2024,6,776,Vinicio Gomez Cabello,2,2,2.5
2024,6,414,Amancio Cisneros Buendía,2,2,7.0
2024,6,367,Araceli Lerma Llorens,2,2,13.0
2024,6,197,Cesar Saldaña Lamas,2,2,13.0
2024,6,90,Alex Revilla Herrera,2,2,15.0
2024,6,225,María Teresa Marqués Lumbreras,2,2,19.5
2024,6,227,Susanita Román-Zabaleta,2,2,10.5
2024,6,14,María Del Carmen Colom Yuste,2,2,15.0
2024,6,529,Chus Moya Exposito,2,2,7.5
2024,6,448,Cebrián Gimeno Meléndez,2,2,15.0
2024,6,166,Raúl Galván Bravo,2,2,5.0
2024,6,169,Loreto Lucas Ibarra,2,2,3.0
2024,6,785,Belen Leal Chamorro,2,2,10.0
2024,6,104,Cristian Seco Fernandez,2,2,10.5
2024,6,769,Félix del Catalá,2,2,7.5
2024,6,271,Santos del Gelabert,2,2,11.0
2024,6,422,Joaquina Carreras-Castilla,2,2,6.0
2024,6,594,Paulino Manzanares Fajardo,2,2,11.5
2024,6,159,Griselda Alarcón Sanjuan,2,2,12.0
2024,6,78,Abilio Antón Águila,2,2,10.5
2024,6,242,Juliana Villaverde Baeza,2,2,16.0
2024,6,472,Guadalupe Villalonga-Macías,2,2,6.0
2024,6,559,Sebastián Gimeno,2,2,11.0
2024,6,453,Epifanio Abril-Pedrero,2,2,5.0
2024,6,399,Gala Calixta Jaén Pareja,2,2,9.5
2024,6,83,Jose Ignacio Hervás Folch,2,2,13.0
2024,6,423,Albert Jimenez Echeverría,2,2,8.0
2024,6,437,Bárbara Bauzà Rozas,2,2,5.5
2024,6,131,Miguel Acuña Sierra,2,2,11.0
2024,6,715,Jaime Chema Carranza Canals,2,2,13.5
2024,6,337,Encarna Herranz Guzman,2,2,10.0
2024,6,460,Pacífica Hernández,2,2,13.5
2024,6,761,Manola de Mir,2,2,9.0
2024,6,611,Eric Bárcena Bilbao,2,2,6.0
2024,6,130,Amaro Perelló Alsina,2,2,12.0
2024,6,70,Samuel Pazos,2,2,5.0
2024,6,432,Victoriano Román Bello Martí,2,2,9.5
2024,6,717,Brígida Quintero,2,2,14.0
2024,6,156,Cruz Ferrero Garay,2,2,12.5
2024,6,175,Adora Márquez,2,2,9.0
2024,6,413,Marita Villalba Simó,2,2,9.5
2024,6,302,Eliana Esteban Puerta,2,2,14.0
2024,6,745,Julián Llano-Dávila,2,2,4.0
2024,6,272,Alex Ángel,2,2,7.5
2024,6,728,Paola Núñez Torre,2,2,10.5
2024,6,669,Juliana de Cano,2,2,11.0
2024,6,66,Valentín Cadenas Riera,2,2,6.0
2024,6,420,Constanza Velázquez Sevilla,2,2,9.5
2024,6,680,Leonel Gargallo-Acosta,2,2,6.0
2024,6,626,Araceli Bartolomé Márquez,2,2,7.5
2024,6,360,Marianela Osuna Vaquero,2,2,14.0
2024,6,517,Íngrid Mónica Checa Tolosa,2,2,12.5
2024,6,494,Victor Manuel Carballo Bárcena,2,2,14.5
2024,6,584,Florentina Pino-Canales,2,2,12.5
2024,6,224,María Del Carmen Jordana Cal Crespo,2,2,7.5
2024,6,509,Valentina Gibert,2,2,6.0
2024,6,651,Nicolás Andrade,2,2,12.5
2024,6,636,Lorenzo Leandro Serrano Ródenas,2,2,16.5
2024,6,277,Isidora Gárate López,2,2,7.5
2024,6,526,Eli Oller Hoz,2,2,1.0
2024,6,659,Ángeles Romeu Pascual,2,2,11.0
2024,6,340,Juan Carlos del Talavera,2,2,7.5
2024,6,192,Fátima Castelló Novoa,2,2,3.0
2024,6,319,Guillermo Castilla Ordóñez,2,2,7.5
2024,6,425,Marisol Morán Luque,2,2,13.5
2024,6,620,Édgar Viñas Olivé,2,2,6.0
2024,6,658,Eufemia Amo Barrio,2,2,16.5
2024,6,758,Yésica Sandoval Segura,2,2,9.5
2024,6,304,Ileana Pelayo Calvet,2,2,18.5
2024,6,402,Máximo Carreras Pons,2,2,12.5
2024,6,69,Leonel Torrents-Pedro,2,2,9.0
2024,6,396,Jacinto Parra-Lobo,2,2,16.5
2024,6,132,Teodora Carrillo Marín,2,2,6.0
2024,6,609,María Jesús Ferrera,2,2,7.0
2024,6,525,Jacinto Cañete Palma,2,2,6.0
2024,6,557,Lisandro Gracia Llorente,2,2,10.0
2024,6,780,Alma Arribas Solera,2,2,12.5
2024,6,43,Reyes Barros Bosch,2,2,11.5
2024,6,800,Marcio Portillo Barroso,2,2,10.0
2024,6,734,Jonatan Andres Menendez,2,2,11.5
2024,6,765,Calixto Darío Crespi Posada,2,2,10.0
2024,6,65,Gerardo Díez Belmonte,2,2,5.0
2024,6,299,Ulises del Contreras,2,2,11.5
2024,6,788,Francisco Javier Carrasco Coll,2,2,4.5
2024,6,74,Yéssica Uría Guerra,2,2,9.0
2024,6,578,Joel Vilar Suárez,2,2,7.0
2024,6,392,Jacobo Roman Cabello,2,2,12.0
2024,6,382,Elpidio Azcona Ugarte,2,2,7.0
2024,6,524,Juan Antonio Jonatan Ribes Mulet,1,1,8.0
2024,6,703,Casemiro Abellán Linares,1,1,6.0
2024,6,665,Ildefonso del Sans,1,1,5.0
2024,6,234,Edelmira Cobos Nogués,1,1,17.0
2024,6,108,Jose Francisco Hurtado Ochoa,1,1,20.0
2024,6,139,Camilo Revilla Baró,1,1,20.0
2024,6,602,Victoriano Aristides Pozo Juliá,1,1,14.0
2024,6,719,Bautista Valencia-Coll,1,1,13.0
2024,6,38,Clarisa Montero,1,1,11.0
2024,6,121,Piedad del Checa,1,1,11.0
2024,6,148,Marcio de Catalán,1,1,4.0
2024,6,642,Graciela Casals Mascaró,1,1,15.0
2024,6,643,Macario Sandoval Puga,1,1,16.0
2024,6,640,Delfina Cózar,1,1,18.0
2024,6,223,Nazaret Priego Diez,1,1,18.0
2024,6,359,Lorena Ramona Alsina Aguiló,1,1,10.0
2024,6,531,Sabina Morell,1,1,1.0
2024,6,687,Hilario del Tudela,1,1,19.0
2024,6,783,Rodrigo Valderrama,1,1,19.0
2024,6,142,Carlito Alegre,1,1,1.0
2024,6,101,Anunciación Arana-Barragán,1,1,11.0
2024,6,35,Olimpia Arnaiz Aller,1,1,17.0
2024,6,4,Demetrio Cristian Arranz Bravo,1,1,19.0
2024,6,670,Candelario Lerma Andres,1,1,16.0
2024,6,546,María Del Carmen Rubio-Peinado,1,1,6.0
2024,6,599,Tamara Portero-Leiva,1,1,1.0
2024,6,512,Iker Ortega Fuster,1,1,8.0
2024,6,735,Albert Lino Rueda Jordán,1,1,14.0
2024,6,763,Eligio Pascual Llano Hernandez,1,1,4.0
2024,6,481,Mateo del Ramis,1,1,14.0
2024,6,307,Lalo Santos Miró Sanjuan,1,1,19.0
2024,6,19,Sebastian Taboada Fabregat,1,1,9.0
2024,6,42,Ismael del Díez,1,1,15.0
2024,6,174,Juan Francisco Alvarez Lledó,1,1,16.0
2024,6,571,Seve Echeverría Muro,1,1,7.0
2024,6,75,Fortunato Saura Huguet,1,1,2.0
2024,6,106,Abilio René Olivé Antón,1,1,19.0
2024,6,341,Jessica Goñi-Cabello,1,1,20.0
2024,6,154,Rosalía Cueto Rosa,1,1,20.0
2024,6,603,Palmira Calleja Merino,1,1,7.0
2024,6,427,Rosaura Pallarès-Arévalo,1,1,15.0
2024,6,366,Hermenegildo Real Ávila,1,1,5.0
2024,6,622,Nazaret Vendrell,1,1,15.0
2024,6,685,Édgar Garriga Rivero,1,1,4.0
2024,6,634,Reinaldo Aroca Casals,1,1,9.0
2024,6,85,Aurora Atienza Quero,1,1,7.0
2024,6,313,Selena de Cuervo,1,1,9.0
2024,6,545,Bibiana Balaguer Padilla,1,1,8.0
2024,6,394,Wilfredo Villa Zurita,1,1,3.0
2024,6,208,Modesto Ferreras Mármol,1,1,12.0
2024,6,716,Selena del Navas,1,1,14.0
2024,6,327,Yéssica Sala,1,1,14.0
2024,6,675,José Manu Haro Miguel,1,1,4.0
2024,6,200,Arsenio Salvà-Sanjuan,1,1,6.0
2024,6,263,Loreto Baños Castro,1,1,18.0
2024,6,9,Román Murcia Comas,1,1,5.0
2024,6,381,Yésica de Villa,1,1,4.0
2024,6,297,José María Eric Mate Reguera,1,1,13.0
2024,6,497,Hilario Uriarte Lluch,1,1,14.0
2024,6,796,Carlos Álvarez Jover,1,1,18.0
2024,6,387,Jenaro Pedrero Arregui,1,1,7.0
2024,6,220,Anacleto Tomé,1,1,8.0
2024,6,648,Bruno Navas Morante,1,1,13.0
2024,6,593,Belén Escamilla-Infante,1,1,8.0
2024,6,403,Esther Ribera Zamora,1,1,4.0
2024,6,243,Ariel Luna Alegre,1,1,2.0
2024,6,235,Baldomero Ugarte Revilla,1,1,17.0
2024,6,456,Josefa Piñeiro Barreda,1,1,20.0
2024,6,109,Aurelia Águila Parra,1,1,15.0
2024,6,711,Santos Montero Pedrero,1,1,14.0
2024,6,338,Graciela Mariño Palomino,1,1,13.0
2024,6,289,Toribio Coello-Aliaga,1,1,1.0
2024,6,32,Eva Cózar Campos,1,1,8.0
2024,6,333,Haydée Verdugo Valentín,1,1,14.0
2024,6,540,Adán Pardo-Abellán,1,1,18.0
2024,6,161,Soraya Luján Jordán,1,1,6.0
2024,6,433,Belén Mir-Gabaldón,1,1,20.0
2024,6,498,Gerónimo Garay Azcona,1,1,3.0
2024,6,296,Poncio Duran,1,1,18.0
2024,6,371,María Dolores Ricart,1,1,1.0
2024,6,379,Saturnino Andreu Palau,1,1,9.0
2024,6,47,Víctor Fabregat Montaña,1,1,14.0
2024,6,177,Anastasio Quero Tejera,1,1,9.0
2024,6,358,Rico Pareja Téllez,1,1,11.0
2024,6,654,Carlito del Vicente,1,1,7.0
2024,6,207,Itziar Portillo-Espada,1,1,15.0
